relacion_id,documento_id,nombre_archivo,celula,nivel_relacion,servicio_termino_fuente,servicio_normalizado_propuesto,capacidad_termino_fuente,capacidad_normalizada_propuesta,aplicacion_termino_fuente,aplicacion_normalizada_propuesta,tema_editorial_derivado,pagina_fuente,seccion_fuente,evidencia,estado_revision,observaciones,origen_relacion_2A1B,resultado_auditoria_2A1B,estado_uso_2A1B,normalizacion_2A1B_estado,servicio_normalizado_validado_2A1B,capacidad_normalizada_validada_2A1B,aplicacion_normalizada_validada_2A1B,evidencia_verificada_2A1B,correccion_propuesta_2A1B,motivo_auditoria_2A1B,requiere_decision_usuario_2A1B,celula_validada_2A1B,estado_celula_2A1B,usar_como_evidencia_automatica_2A1B,grupo_documental_2A1B,fuente_independiente_2A1B,celula_2A2,estado_celula_2A2,criterio_asignacion_2A2,justificacion_celula_2A2,cambio_celula_vs_2A1B,requiere_revision_manual_celula_2A2,fecha_cierre_2A2
R0155,DOC-19,250407_Soluciones Integrales en Gestión de Vulnerabilidad e Integridad Estructural.pdf,INFRA OPERACIÓN MINERA,PRINCIPAL,Monitoreo de salud estructural,Monitoreo de salud estructural,Análisis de vibraciones de equipo rotativo: Control de condiciones operativas críticas,Análisis de vibraciones en equipo rotativo,"Chancadores, molinos, correas",Equipos de procesamiento mineral,DERIVADO: continuidad operacional,1,Monitoreo de salud estructural,"Cita literal p.1. La p.2 detalla como aplicación 'Equipos estáticos y de soporte: Chancadores, molinos, correas'.",OK,"Aplicación a equipos de proceso, no solo a estructuras: amplía el alcance respecto de DOC-01.",MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La p.1 vincula el análisis de vibraciones a 'equipo rotativo'. La p.2 lista, de forma general, 'Equipos estáticos y de soporte: Chancadores, molinos, correas' como aplicaciones de la solución.","Usar 'equipo rotativo' como aplicación directa de esta capacidad. No asignar automáticamente 'chancadores, molinos, correas' a este análisis sin una vinculación textual específica.",La fila cruza dos bloques distintos y atribuye a una capacidad una lista de activos que la fuente no vincula específicamente con ella.,NO,,PENDIENTE_2A2,NO,G_VULNERABILIDAD_19_27,SI_CON_MATICES,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",SIN_CAMBIO,NO,2026-08-17
R0156,DOC-19,250407_Soluciones Integrales en Gestión de Vulnerabilidad e Integridad Estructural.pdf,LAB MINERO DIGITAL,REQUIERE REVISIÓN,Monitoreo de salud estructural,Monitoreo de salud estructural,Análisis predictivo para mantenimiento oportuno: Anticipación de fallas estructurales,Análisis predictivo de fallas,infraestructura minera,Infraestructura minera,DERIVADO: mantenimiento predictivo,1,Monitoreo de salud estructural,Cita literal p.1.,REQUIERE REVISIÓN,Analítica predictiva aplicada a minería; junto con R0153 son las mejores candidatas del corpus para LAB MINERO DIGITAL.,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Monitoreo de salud estructural,Análisis predictivo de fallas,Infraestructura minera,La fuente declara 'Análisis predictivo para mantenimiento oportuno: Anticipación de fallas estructurales'.,Mantener la relación factual. Dejar la célula LAB MINERO DIGITAL pendiente.,La capacidad predictiva está explícita en una ficha de infraestructura minera.,SI,,PENDIENTE_2A2,SI,G_VULNERABILIDAD_19_27,SI_CON_MATICES,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",REASIGNADA,NO,2026-08-17
R0157,DOC-19,250407_Soluciones Integrales en Gestión de Vulnerabilidad e Integridad Estructural.pdf,INFRA OPERACIÓN MINERA,PRINCIPAL,GESTIÓN DE LA INTEGRIDAD ESTRUCTURAL (SIM - STRUCTURAL INTEGRITY MANAGEMENT),Gestión de integridad estructural (SIM),"Planificación y monitoreo continuo para asegurar la confiabilidad estructural. Incluye análisis técnico de antecedentes, inspecciones programadas y sensores para detección temprana de fallas",Programa SIM,infraestructura minera,Infraestructura minera,DERIVADO: confiabilidad,2,GESTIÓN DE LA INTEGRIDAD ESTRUCTURAL (SIM),Cita literal p.2.,OK,Único documento del corpus que nombra la sigla SIM y la define.,MAPA_2A1_ORIGINAL,CORRECTO_CON_MATIZ,APTO_CON_MATIZ,ACEPTADA_CON_MATIZ,Gestión de integridad estructural (SIM),Programa SIM,Infraestructura minera,"La fuente nombra 'Gestión de la integridad estructural (SIM - Structural Integrity Management)' y la define mediante planificación, monitoreo, análisis de antecedentes, inspecciones y sensores.",Mantener el servicio; preferir una normalización como 'Gestión de integridad estructural (SIM)' o 'Planificación y monitoreo continuo de integridad estructural' en lugar de 'Programa SIM'.,'Programa SIM' es una denominación inferida que no aparece en la fuente.,NO,,PENDIENTE_2A2,NO,G_VULNERABILIDAD_19_27,SI_CON_MATICES,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",SIN_CAMBIO,NO,2026-08-17
R0158,DOC-19,250407_Soluciones Integrales en Gestión de Vulnerabilidad e Integridad Estructural.pdf,INFRA OPERACIÓN MINERA,PRINCIPAL,Elaboración y desarrollo de planes de mantenimiento estructural,Planes de mantenimiento estructural,Planes estratégicos basados en normativas y mejores prácticas para prolongar la vida útil de activos,Plan de mantenimiento para vida útil,activos mineros,Activos mineros,DERIVADO: gestión de activos,2,Elaboración y desarrollo de planes de mantenimiento estructural,Cita literal p.2 (encabezado y bajada).,OK,,MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Planes de mantenimiento estructural,Plan de mantenimiento para vida útil,Activos mineros,La fuente declara elaboración y desarrollo de planes de mantenimiento estructural basados en normativas y mejores prácticas para prolongar la vida útil de activos.,Mantener la relación.,La prestación y su objetivo están explícitos.,NO,,PENDIENTE_2A2,SI,G_VULNERABILIDAD_19_27,SI_CON_MATICES,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",SIN_CAMBIO,NO,2026-08-17
R0159,DOC-19,250407_Soluciones Integrales en Gestión de Vulnerabilidad e Integridad Estructural.pdf,INFRA OPERACIÓN MINERA,PRINCIPAL,APLICACIONES EN LA INDUSTRIA MINERA,Aplicaciones en industria minera,Depósitos y relaves: Seguridad estructural en almacenamiento,Integridad de depósitos de relaves,Depósitos y relaves,Depósitos de relaves,DERIVADO: seguridad de activos críticos,2,APLICACIONES EN LA INDUSTRIA MINERA,Cita literal p.2.,OK,"Coincide con la instrumentación de tranques de relaves de DOC-01 p.6, con enfoque distinto (integridad vs. instrumentación).",MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,La fuente incluye 'Depósitos y relaves: Seguridad estructural en almacenamiento' dentro de 'Aplicaciones en la industria minera'.,"Usar el servicio de gestión de vulnerabilidad/integridad estructural como servicio padre; registrar depósitos y relaves como aplicación, no 'Aplicaciones en la industria minera' como servicio.",Se usó un encabezado de aplicación como término de servicio.,NO,,PENDIENTE_2A2,NO,G_VULNERABILIDAD_19_27,SI_CON_MATICES,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",SIN_CAMBIO,NO,2026-08-17
R0160,DOC-19,250407_Soluciones Integrales en Gestión de Vulnerabilidad e Integridad Estructural.pdf,INFRA OPERACIÓN MINERA,PRINCIPAL,APLICACIONES EN LA INDUSTRIA MINERA,Aplicaciones en industria minera,"Estructuras metálicas: Soportes, edificios industriales",Integridad de estructuras metálicas,"Soportes, edificios industriales",Estructuras metálicas industriales,DERIVADO: gestión de activos,2,APLICACIONES EN LA INDUSTRIA MINERA,Cita literal p.2.,OK,,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente lista 'Estructuras metálicas: Soportes, edificios industriales' como aplicación en minería.",Mover esta información al nivel aplicación del servicio de gestión de vulnerabilidad/integridad estructural.,"'Aplicaciones en la industria minera' es un encabezado, no un servicio.",NO,,PENDIENTE_2A2,NO,G_VULNERABILIDAD_19_27,SI_CON_MATICES,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",SIN_CAMBIO,NO,2026-08-17
R0161,DOC-19,250407_Soluciones Integrales en Gestión de Vulnerabilidad e Integridad Estructural.pdf,INFRA OPERACIÓN MINERA,PRINCIPAL,APLICACIONES EN LA INDUSTRIA MINERA,Aplicaciones en industria minera,"Infraestructura de obra civil: Fundaciones, muros, túneles",Integridad de obra civil minera,"Fundaciones, muros, túneles",Obra civil minera,DERIVADO: gestión de activos,2,APLICACIONES EN LA INDUSTRIA MINERA,Cita literal p.2.,OK,"Aquí los túneles son mineros y están declarados como tales, a diferencia de DOC-01 p.6.",MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente lista 'Infraestructura de obra civil: Fundaciones, muros, túneles' como aplicación en minería.","Mover fundaciones, muros y túneles al nivel aplicación del servicio padre.",'Aplicaciones en la industria minera' no es un servicio técnico.,NO,,PENDIENTE_2A2,NO,G_VULNERABILIDAD_19_27,SI_CON_MATICES,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",SIN_CAMBIO,NO,2026-08-17
R0162,DOC-19,250407_Soluciones Integrales en Gestión de Vulnerabilidad e Integridad Estructural.pdf,INFRA OPERACIÓN MINERA,PRINCIPAL,APLICACIONES EN LA INDUSTRIA MINERA,Aplicaciones en industria minera,"Infraestructura eléctrica: Torres de transmisión, subestaciones",Integridad de infraestructura eléctrica,"Torres de transmisión, subestaciones",Infraestructura eléctrica,DERIVADO: continuidad operacional,2,APLICACIONES EN LA INDUSTRIA MINERA,Cita literal p.2.,OK,Aplicación eléctrica que también podría corresponder al sector energía declarado en DOC-18/DOC-20.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente lista 'Infraestructura eléctrica: Torres de transmisión, subestaciones' como aplicación en minería.",Mover torres y subestaciones al nivel aplicación del servicio padre.,La jerarquía actual convierte un encabezado de aplicaciones en servicio.,NO,,PENDIENTE_2A2,NO,G_VULNERABILIDAD_19_27,SI_CON_MATICES,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",SIN_CAMBIO,NO,2026-08-17
R0163,DOC-19,250407_Soluciones Integrales en Gestión de Vulnerabilidad e Integridad Estructural.pdf,LAB MINERO DIGITAL,REQUIERE REVISIÓN,VALOR AGREGADO PARA TU OPERACIÓN,Valor agregado declarado,Visualización técnica clara y accesible; Potencial para la automatización de procesos,Visualización y automatización,operación minera,Operación minera,DERIVADO: digitalización,2,VALOR AGREGADO PARA TU OPERACIÓN,Cita literal p.2.,REQUIERE REVISIÓN,"'Potencial para la automatización' está declarado como potencial, no como capacidad actual. No presentar como servicio disponible.",MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,La fuente ubica 'Visualización técnica clara y accesible' y 'Potencial para la automatización de procesos' dentro de 'Valor agregado para tu operación'.,Mover ambos a beneficios/atributos editoriales. Conservar explícitamente que la automatización es solo 'potencial'.,Se usó un encabezado de valor agregado como servicio y un beneficio potencial como si fuera capacidad.,SI,,PENDIENTE_2A2,NO,G_VULNERABILIDAD_19_27,SI_CON_MATICES,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",REASIGNADA,NO,2026-08-17
R0164,DOC-19,250407_Soluciones Integrales en Gestión de Vulnerabilidad e Integridad Estructural.pdf,INFRA OPERACIÓN MINERA,COMPLEMENTARIA,¿POR QUÉ IDIEM PUEDE SER UN APORTE A TU PROYECTO?,Diferenciadores declarados,Equipo multidisciplinario de expertos; Tecnología de inspección avanzada; Adherencia a estándares internacionales; Soluciones adaptadas a sus necesidades; Conocimiento del sector minero,Cinco diferenciadores,sector minero,Sector minero,DERIVADO: autoridad técnica,2,¿POR QUÉ IDIEM PUEDE SER UN APORTE A TU PROYECTO?,Cita literal p.2.,OK,'Adherencia a estándares internacionales' no identifica cuáles; no es verificable desde el documento.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,"La fuente presenta cinco diferenciadores: equipo multidisciplinario, tecnología de inspección avanzada, adherencia a estándares internacionales, soluciones adaptadas y conocimiento del sector minero.","Mover estos elementos a atributos/diferenciadores, no tratarlos como servicio. Marcar 'Adherencia a estándares internacionales' para validación porque no se identifican los estándares.",El encabezado '¿Por qué IDIEM puede ser un aporte...?' no es un servicio y contiene un claim no sustentado documentalmente.,SI,,PENDIENTE_2A2,NO,G_VULNERABILIDAD_19_27,SI_CON_MATICES,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",SIN_CAMBIO,NO,2026-08-17
R0165,DOC-19,250407_Soluciones Integrales en Gestión de Vulnerabilidad e Integridad Estructural.pdf,INFRA OPERACIÓN MINERA,COMPLEMENTARIA,Soluciones especializadas en gestión de vulnerabilidad e integridad estructural,Gestión de vulnerabilidad e integridad estructural,Garantizamos la seguridad estructural en minería mediante la gestión de riesgos y el cumplimiento normativo,Promesa de seguridad estructural,minería,Minería,DERIVADO: cumplimiento normativo,1,Bajada de portada,Cita literal p.1.,REQUIERE REVISIÓN,"ALERTA DE LENGUAJE: el documento usa 'Garantizamos', un verbo de compromiso absoluto. Revisar antes de reutilizar en comunicación externa por implicancias contractuales.",MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,La fuente dice literalmente 'Garantizamos la seguridad estructural en minería mediante la gestión de riesgos y el cumplimiento normativo'.,Conservar la frase solo como claim literal marcado para revisión; no tratar 'Promesa de seguridad estructural' como capacidad técnica.,"Es un compromiso absoluto de comunicación, no una prestación técnica verificable.",SI,,PENDIENTE_2A2,NO,G_VULNERABILIDAD_19_27,SI_CON_MATICES,INFRA OPERACIÓN MINERA,ASIGNADA_2A2,INTEGRIDAD_INGENIERIA_CONTINUIDAD_MINERIA,"Servicio de integridad, monitoreo, ingeniería, diagnóstico, confiabilidad, continuidad o soporte técnico de activos/operación minera.",SIN_CAMBIO,NO,2026-08-17
R0166,DOC-21,250813_Flyer Rocas.pdf,REQUIERE REVISIÓN,PRINCIPAL,LABORATORIO DE ROCAS,Laboratorio de rocas,"Realizamos ensayos convencionales y especiales de mecánica de rocas, necesario para la caracterización de macizo rocoso, tales como UCS, triaxiales, PLT, tracción indirecta, velocidad de ondas, hinchamientos, DRX, entre otros",Ensayos de mecánica de rocas,macizo rocoso,Macizo rocoso,DERIVADO: confiabilidad de materiales,2,LABORATORIO DE ROCAS,Cita literal p.2 con el listado completo de ensayos.,REQUIERE REVISIÓN,"El texto no nombra minería. La caracterización de macizo rocoso es propia de minería subterránea y túneles, pero la inferencia no está respaldada por el texto.",MAPA_2A1_ORIGINAL,CORRECTO_Y_VERIFICABLE,APTO_FACTUAL,ACEPTADA,Laboratorio de rocas,Ensayos de mecánica de rocas,Macizo rocoso,"La fuente declara ensayos convencionales y especiales de mecánica de rocas para caracterización de macizo rocoso, incluyendo UCS, triaxiales, PLT, tracción indirecta, velocidad de ondas, hinchamientos y DRX.","Mantener servicio, capacidad y aplicación a macizo rocoso. No inferir minería desde DOC-21.",La capacidad y la aplicación a macizo rocoso están explícitas; el documento no declara sector minero en el cuerpo editorial.,NO,,PENDIENTE_2A2,SI,G_ROCAS_21_30,SI_CON_MATICES,LAB MINERO DIGITAL,ASIGNADA_2A2,SERVICIO_NUCLEO_LAB_MINERO,Laboratorio de rocas/Triaxial y evidencia asociada se definieron como núcleo de LAB MINERO DIGITAL.,RESUELTA_DESDE_REVISION,NO,2026-08-17
R0167,DOC-21,250813_Flyer Rocas.pdf,REQUIERE REVISIÓN,PRINCIPAL,LABORATORIO DE ROCAS,Laboratorio de rocas,"Tenemos el único equipo Triaxial para grandes partículas de Chile y Sudamérica, uno de los tres de su tipo disponibles en el mundo y desarrollado con ingeniería propia",Equipo triaxial para grandes partículas,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: diferenciación técnica,2,LABORATORIO DE ROCAS,Cita literal p.2.,REQUIERE REVISIÓN,Afirmación de exclusividad mundial sin fuente citada. Alto valor comunicacional pero requiere validación antes de reutilizarse.,MAPA_2A1_ORIGINAL,REQUIERE_VALIDACION_HUMANA,NO_USAR_HASTA_VALIDACION,PENDIENTE_VALIDACION_HUMANA,,,,"DOC-21 afirma que IDIEM tiene el único equipo Triaxial para grandes partículas de Chile y Sudamérica, uno de los tres de su tipo disponibles en el mundo y desarrollado con ingeniería propia. DOC-30 formula un claim distinto: 'tercero más grande a nivel mundial' y también 'desarrollado con ingeniería propia'.",Conservar el equipo triaxial como capacidad del Laboratorio de rocas/geotecnia. Mantener los claims de exclusividad y ranking como pendientes de validación externa. Corregir la etiqueta de 'contradicción' entre documentos: son afirmaciones distintas y no necesariamente incompatibles.,"El corpus confirma que ambos claims fueron publicados, pero no permite verificar su exactitud mundial ni demostrar que se contradigan.",SI,,PENDIENTE_2A2,NO,G_ROCAS_21_30,SI_CON_MATICES,LAB MINERO DIGITAL,ASIGNADA_2A2,SERVICIO_NUCLEO_LAB_MINERO,Laboratorio de rocas/Triaxial y evidencia asociada se definieron como núcleo de LAB MINERO DIGITAL.,RESUELTA_DESDE_REVISION,NO,2026-08-17
R0168,DOC-21,250813_Flyer Rocas.pdf,REQUIERE REVISIÓN,COMPLEMENTARIA,Laboratorio de geotecnia,Laboratorio de geotecnia,Tenemos el primer y mayor laboratorio de geotecnia del país,Capacidad de laboratorio geotécnico,NO IDENTIFICADO,NO IDENTIFICADO,DERIVADO: autoridad técnica,1,Portada,Cita literal p.1.,REQUIERE REVISIÓN,Afirmación superlativa ('primer y mayor') sin respaldo verificable en el documento.,MAPA_2A1_ORIGINAL,CORRECCION_NECESARIA,NO_USAR_NORMALIZACION_ACTUAL,REEMPLAZAR_SEGUN_AUDITORIA,,,,La fuente afirma 'Tenemos el primer y mayor laboratorio de geotecnia del país'.,"Mantener 'Laboratorio de geotecnia' como entidad/capacidad relacionada, pero mover 'primer y mayor' a claim institucional pendiente de validación; no modelarlo como capacidad técnica.",La frase es un superlativo comparativo sin respaldo en el documento y no describe una prestación.,SI,,PENDIENTE_2A2,NO,G_ROCAS_21_30,SI_CON_MATICES,LAB MINERO DIGITAL,ASIGNADA_2A2,SERVICIO_NUCLEO_LAB_MINERO,Laboratorio de rocas/Triaxial y evidencia asociada se definieron como núcleo de LAB MINERO DIGITAL.,RESUELTA_DESDE_REVISION,NO,2026-08-17
